	id_account	account_name	media_type	media_url	media_permalink	media_caption	media_coments	media_likes	impressions	reach	exits	replies	taps_forward	taps_back	navigations	swipes_forward	media_short_code	media_id	posting_date	media_product_type	extract_date	month	year
0	17841417530400616	Gabriel Galani	VIDEO	https://scontent-iad3-2.cdninstagram.com/o1/v/t16/f1/m78/764071EE2EB57B13B948D9BE6A2C03A7_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLnN0b3J5LnVua25vd24tQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSJ9&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=107&vs=761381112647938_6210778&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzc2NDA3MUVFMkVCNTdCMTNCOTQ4RDlCRTZBMkMwM0E3X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUCGDpwYXNzdGhyb3VnaF9ldmVyc3RvcmUvR091bnh3bTdhSFE1NWUwREFMR3lDVWc3SDZJdmJwUjFBQUFGFQICyAEAKAAYABsBiAd1c2Vfb2lsATEVAAAm%2FsrFl9eKnkAVAigCQzMsF0BGaj1wo9cKGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXoBwA%3D&ccb=9-4&oh=00_AYDzugIxIp6AjYpoOrYstIdnpxqmCyBzX1Uojm9Rn4K58Q&oe=66497F2E&_nc_sid=1d576d	https://instagram.com/stories/gabgalani/3369497175498119385	Amigo estou aqui	0	0	0	0	0	0	0	0	0	0	C7C29QpP1jZ	18057260671581195	2024-05-16 21:36	STORY	2024-05-17	5	2024
