Account ID	Account Name	Account Photo URL	Username	Age & Gender	Page ID	Page Name	Data	Mês	Ano
17841417530400616	Gabriel Galani	https://scontent-dfw5-2.xx.fbcdn.net/v/t51.2885-15/357375994_3460830397504052_2703593647500343664_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=7d201b&_nc_eui2=AeFLAVAKKX2lDuizFYVr5-LyxE0SHrvdG3_ETRIeu90bf3aOx72L_FW2MycrawWUDWqTYaWz9xY_sgAsNx6_WNHt&_nc_ohc=CPyReJk1TLAQ7kNvgF5xQ7w&_nc_ht=scontent-dfw5-2.xx&edm=AGaHXAAEAAAA&oh=00_AYDNQ8sylo0VMILxfcBSab0BJim1IbuFlWJIrwiG_BX9Gw&oe=664D3D4D	gabgalani	.	2199844280312616	Gabriel Galani	2024-05-17	05	2024
