Account ID	Account Name	Country Code	Country	Audience Size (Followers)	Data	Mês	Ano
17841417530400616	Gabriel Galani	BR	Brazil	209	2024-05-17	05	2024
17841417530400616	Gabriel Galani	EC	Ecuador	1	2024-05-17	05	2024
17841417530400616	Gabriel Galani	HK	Hong Kong	1	2024-05-17	05	2024
17841417530400616	Gabriel Galani	MY	Malaysia	1	2024-05-17	05	2024
17841417530400616	Gabriel Galani	US	United States	4	2024-05-17	05	2024
