	id_account	account_username	account_biography	profile_picture_url	account_name	followers_count	follows_count	media_count
0	17841404384819472	raentretenimento	Um espaço que te conecta aos melhores eventos  e, de quebra, ajuda a combater a fome no país!	https://scontent.fcgh8-1.fna.fbcdn.net/v/t51.2885-15/246765117_916012452655117_797113569534208687_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=7d201b&_nc_ohc=ooa330n8OrwQ7kNvgGEPVgN&_nc_ht=scontent.fcgh8-1.fna&edm=AL-3X8kEAAAA&oh=00_AYBLc9CRJBAy1P6doGrxEuRp5MvZhFqFqJdUL4bZF3VJpA&oe=665AC91A	RA Entretenimento	33681	86	2360
