	id_account	comments_count	like_count	media_type	media_url	caption	timestamp	permalink	media_product_type	thumbnail_url	shortcode	id_story	owner.id	owner.username	extract_date	period	year	day	id_tb_midia
0	17841417530400616	0	0	VIDEO	https://scontent.cdninstagram.com/o1/v/t16/f1/m78/494DD9FB577C5A905A7AA26477BC1FB0_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLnN0b3J5LnVua25vd24tQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSJ9&_nc_ht=scontent.cdninstagram.com&_nc_cat=102&vs=817189987124698_3868321440&_nc_vs=HBkcFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzQ5NEREOUZCNTc3QzVBOTA1QTdBQTI2NDc3QkMxRkIwX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBACgAGAAbAYgHdXNlX29pbAExFQAAJu7BuJ7B7IRBFQIoAkMzLBdAFAAAAAAAABgSZGFzaF9iYXNlbGluZV8xX3YxEQB16AcA&ccb=9-4&oh=00_AYBc3LWZexYMSdIF9h0VNRCpAs2YEqqt1mfJ6zipWd7EBQ&oe=664DACA4&_nc_sid=1d576d	Amo você minha gatinha	2024-05-20T17:58:54+0000	https://instagram.com/stories/gabgalani/3372286812372881462	STORY	https://scontent.cdninstagram.com/v/t51.29350-15/445793319_459041126621502_2293389970413468971_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=18de74&_nc_eui2=AeG2Sx9B6uUCmHep1EQikmHYxr0iDe6t3obGvSIN7q3ehqJ0g4ixeyOyw6lDPuU5imWPCDTH1d0LahvZ62-kHtC2&_nc_ohc=EWObiPM8jscQ7kNvgGp9UKH&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYDfmjZYXb_ecnGGDb74mUMV3ZbSfe7lFXjIwNS3aU_o2A&oe=665192D7	C7MxP0cOFA2	17964631463739660	17841417530400616	gabgalani	2024-05-20	05	2024	20	1796463146373966020240520
1	17841417530400616	0	0	VIDEO	https://scontent.cdninstagram.com/o1/v/t16/f1/m78/324DCAE497EC8545756A562F5DBB3BBE_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLnN0b3J5LnVua25vd24tQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSJ9&_nc_ht=scontent.cdninstagram.com&_nc_cat=110&vs=326301916984261_1157284281&_nc_vs=HBkcFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzMyNERDQUU0OTdFQzg1NDU3NTZBNTYyRjVEQkIzQkJFX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBACgAGAAbAYgHdXNlX29pbAExFQAAJs6kgtixkodAFQIoAkMzLBdAGAAAAAAAABgSZGFzaF9iYXNlbGluZV8xX3YxEQB16AcA&ccb=9-4&oh=00_AYD1rZKYjKgBGMQ9obxnFMBKO8_ij_v5E2h9UrZjG_17VA&oe=664DBD54&_nc_sid=1d576d		2024-05-19T23:46:19+0000	https://instagram.com/stories/gabgalani/3371736907820769938	STORY	https://scontent.cdninstagram.com/v/t51.29350-15/445256061_431795429461368_6663914852445300505_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=18de74&_nc_eui2=AeE1RXIev95zG71eVhLHfEVUMiFjHsPFnFEyIWMew8WcUfsVZUCwpxXZzFZu_86xjQ0saeqbQZhlNAjIbnn0wYed&_nc_ohc=fDumiq2ZQOMQ7kNvgE2vTNx&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYCtf8waI_m3ldtT7l4AXt_bTOUciFf28HuWAI0r6qYwZw&oe=6651AFDF	C7K0Np6uyKS	17995934558433765	17841417530400616	gabgalani	2024-05-20	05	2024	20	1799593455843376520240520
