	id	id_midia	id_account	comments_count	like_count	extract_date	period	year	day
166	17930438608644017178414175304006162024525	17930438608644017	17841417530400616	1	20	2024-05-25	5	2024	25
167	17959606150456706178414175304006162024525	17959606150456706	17841417530400616	1	19	2024-05-25	5	2024	25
168	17884135559286305178414175304006162024525	17884135559286305	17841417530400616	2	20	2024-05-25	5	2024	25
169	18172118893192305178414175304006162024525	18172118893192305	17841417530400616	1	17	2024-05-25	5	2024	25
170	17990727517340005178414175304006162024525	17990727517340005	17841417530400616	3	18	2024-05-25	5	2024	25
171	17916414283731518178414175304006162024525	17916414283731518	17841417530400616	1	17	2024-05-25	5	2024	25
172	17862568826499567178414175304006162024525	17862568826499567	17841417530400616	2	20	2024-05-25	5	2024	25
173	18109593337234053178414175304006162024525	18109593337234053	17841417530400616	3	14	2024-05-25	5	2024	25
174	18081034294262777178414175304006162024525	18081034294262777	17841417530400616	2	16	2024-05-25	5	2024	25
175	17885436989063826178414175304006162024525	17885436989063826	17841417530400616	6	10	2024-05-25	5	2024	25
176	17934944071497958178414175304006162024525	17934944071497958	17841417530400616	0	18	2024-05-25	5	2024	25
177	17894748154947754178414175304006162024525	17894748154947754	17841417530400616	1	17	2024-05-25	5	2024	25
178	17894525791934273178414175304006162024525	17894525791934273	17841417530400616	2	21	2024-05-25	5	2024	25
179	18189383356071902178414175304006162024525	18189383356071902	17841417530400616	2	20	2024-05-25	5	2024	25
180	17856664250389855178414175304006162024525	17856664250389855	17841417530400616	1	17	2024-05-25	5	2024	25
181	17853167885429571178414175304006162024525	17853167885429571	17841417530400616	2	21	2024-05-25	5	2024	25
182	17949549271401714178414175304006162024525	17949549271401714	17841417530400616	1	16	2024-05-25	5	2024	25
183	17953102537388268178414175304006162024525	17953102537388268	17841417530400616	1	23	2024-05-25	5	2024	25
184	18148859299096920178414175304006162024525	18148859299096920	17841417530400616	7	17	2024-05-25	5	2024	25
185	17931690514445430178414175304006162024525	17931690514445430	17841417530400616	1	8	2024-05-25	5	2024	25
186	17946773869392152178414175304006162024525	17946773869392152	17841417530400616	1	15	2024-05-25	5	2024	25
187	18048194953277179178414175304006162024525	18048194953277179	17841417530400616	1	13	2024-05-25	5	2024	25
188	17886135952792292178414175304006162024525	17886135952792292	17841417530400616	1	32	2024-05-25	5	2024	25
189	17890106815670797178414175304006162024525	17890106815670797	17841417530400616	6	30	2024-05-25	5	2024	25
190	17922724927443302178414175304006162024525	17922724927443302	17841417530400616	8	24	2024-05-25	5	2024	25
191	18043980709266706178414175304006162024525	18043980709266706	17841417530400616	6	24	2024-05-25	5	2024	25
192	17878134508835901178414175304006162024525	17878134508835901	17841417530400616	1	23	2024-05-25	5	2024	25
193	17866983838980415178414175304006162024525	17866983838980415	17841417530400616	2	19	2024-05-25	5	2024	25
194	17845637282307896178414175304006162024525	17845637282307896	17841417530400616	6	17	2024-05-25	5	2024	25
195	17870486677732944178414175304006162024525	17870486677732944	17841417530400616	1	5	2024-05-25	5	2024	25
196	17886658597540245178414175304006162024525	17886658597540245	17841417530400616	2	9	2024-05-25	5	2024	25
197	17847442276976173178414175304006162024525	17847442276976173	17841417530400616	2	13	2024-05-25	5	2024	25
198	17875421290559598178414175304006162024525	17875421290559598	17841417530400616	4	20	2024-05-25	5	2024	25
199	17870666989615271178414175304006162024525	17870666989615271	17841417530400616	1	14	2024-05-25	5	2024	25
200	17901140251430731178414175304006162024525	17901140251430731	17841417530400616	0	10	2024-05-25	5	2024	25
201	17850291151890438178414175304006162024525	17850291151890438	17841417530400616	2	30	2024-05-25	5	2024	25
202	18088384498150882178414175304006162024525	18088384498150882	17841417530400616	1	16	2024-05-25	5	2024	25
203	17928880285361960178414175304006162024525	17928880285361960	17841417530400616	1	18	2024-05-25	5	2024	25
204	18053806465207905178414175304006162024525	18053806465207905	17841417530400616	2	10	2024-05-25	5	2024	25
205	17884317529476968178414175304006162024525	17884317529476968	17841417530400616	0	11	2024-05-25	5	2024	25
206	17945289106314304178414175304006162024525	17945289106314304	17841417530400616	0	6	2024-05-25	5	2024	25
207	17852672644737380178414175304006162024525	17852672644737380	17841417530400616	4	8	2024-05-25	5	2024	25
208	17939140861325755178414175304006162024525	17939140861325755	17841417530400616	2	12	2024-05-25	5	2024	25
209	17866675474571470178414175304006162024525	17866675474571470	17841417530400616	2	18	2024-05-25	5	2024	25
210	17849511208756089178414175304006162024525	17849511208756089	17841417530400616	0	22	2024-05-25	5	2024	25
211	17878323991480908178414175304006162024525	17878323991480908	17841417530400616	1	19	2024-05-25	5	2024	25
212	17898584881410612178414175304006162024525	17898584881410612	17841417530400616	8	23	2024-05-25	5	2024	25
213	18113966530018838178414175304006162024525	18113966530018838	17841417530400616	3	18	2024-05-25	5	2024	25
214	17852434909622676178414175304006162024525	17852434909622676	17841417530400616	0	6	2024-05-25	5	2024	25
215	18105983989058253178414175304006162024525	18105983989058253	17841417530400616	0	7	2024-05-25	5	2024	25
216	17859155707543078178414175304006162024525	17859155707543078	17841417530400616	1	5	2024-05-25	5	2024	25
217	17964637774290763178414175304006162024525	17964637774290763	17841417530400616	0	5	2024-05-25	5	2024	25
218	17926469686323946178414175304006162024525	17926469686323946	17841417530400616	0	6	2024-05-25	5	2024	25
219	17923856191322773178414175304006162024525	17923856191322773	17841417530400616	0	6	2024-05-25	5	2024	25
220	17910138085361525178414175304006162024525	17910138085361525	17841417530400616	9	29	2024-05-25	5	2024	25
221	17887651438412591178414175304006162024525	17887651438412591	17841417530400616	0	5	2024-05-25	5	2024	25
222	17852371348590736178414175304006162024525	17852371348590736	17841417530400616	0	3	2024-05-25	5	2024	25
223	17988974095276227178414175304006162024525	17988974095276227	17841417530400616	0	8	2024-05-25	5	2024	25
224	18100257601044469178414175304006162024525	18100257601044469	17841417530400616	2	9	2024-05-25	5	2024	25
225	17849482372605373178414175304006162024525	17849482372605373	17841417530400616	2	12	2024-05-25	5	2024	25
226	18062893174148075178414175304006162024525	18062893174148075	17841417530400616	1	13	2024-05-25	5	2024	25
227	17847098539602758178414175304006162024525	17847098539602758	17841417530400616	1	8	2024-05-25	5	2024	25
228	17847530503583685178414175304006162024525	17847530503583685	17841417530400616	0	9	2024-05-25	5	2024	25
229	17910130867340475178414175304006162024525	17910130867340475	17841417530400616	0	6	2024-05-25	5	2024	25
230	18074783764101369178414175304006162024525	18074783764101369	17841417530400616	0	8	2024-05-25	5	2024	25
231	18073111945113642178414175304006162024525	18073111945113642	17841417530400616	1	7	2024-05-25	5	2024	25
232	17910853738340379178414175304006162024525	17910853738340379	17841417530400616	0	1	2024-05-25	5	2024	25
233	17843670973604418178414175304006162024525	17843670973604418	17841417530400616	0	3	2024-05-25	5	2024	25
234	17868340786451289178414175304006162024525	17868340786451289	17841417530400616	0	2	2024-05-25	5	2024	25
235	18013289950233972178414175304006162024525	18013289950233972	17841417530400616	0	14	2024-05-25	5	2024	25
236	17911609687335240178414175304006162024525	17911609687335240	17841417530400616	0	3	2024-05-25	5	2024	25
237	18013011574231998178414175304006162024525	18013011574231998	17841417530400616	1	4	2024-05-25	5	2024	25
238	18043780708198048178414175304006162024525	18043780708198048	17841417530400616	0	4	2024-05-25	5	2024	25
239	17846846170552086178414175304006162024525	17846846170552086	17841417530400616	0	8	2024-05-25	5	2024	25
240	18053346796158304178414175304006162024525	18053346796158304	17841417530400616	2	6	2024-05-25	5	2024	25
241	18029303027098233178414175304006162024523	18029303027098233	17841417530400616	0	0	2024-05-23	5	2024	23
