	id	id_midia	id_insight	extract_date	period_extraction	year	day	definicao	value
319	18028826005693449202024525	18028826005693449	20	2024-05-25	5	2024	25	video_views	0
320	18028826005693449102024525	18028826005693449	10	2024-05-25	5	2024	25	impressions	102
321	18028826005693449142024525	18028826005693449	14	2024-05-25	5	2024	25	reach	91
322	18028826005693449162024525	18028826005693449	16	2024-05-25	5	2024	25	saved	1
323	18032981563739916182024525	18032981563739916	18	2024-05-25	5	2024	25	taps_forward	0
324	18032981563739916172024525	18032981563739916	17	2024-05-25	5	2024	25	taps_back	0
325	1803298156373991672024525	18032981563739916	7	2024-05-25	5	2024	25	exits	0
326	18032981563739916152024525	18032981563739916	15	2024-05-25	5	2024	25	replies	0
327	1803298156373991662024525	18032981563739916	6	2024-05-25	5	2024	25	engagement	27
328	18032981563739916202024525	18032981563739916	20	2024-05-25	5	2024	25	video_views	0
329	18032981563739916102024525	18032981563739916	10	2024-05-25	5	2024	25	impressions	104
330	18032981563739916142024525	18032981563739916	14	2024-05-25	5	2024	25	reach	94
331	18032981563739916162024525	18032981563739916	16	2024-05-25	5	2024	25	saved	0
332	18326579032099902182024525	18326579032099902	18	2024-05-25	5	2024	25	taps_forward	0
333	18326579032099902172024525	18326579032099902	17	2024-05-25	5	2024	25	taps_back	0
334	1832657903209990272024525	18326579032099902	7	2024-05-25	5	2024	25	exits	0
