	id	id_midia	id_insight	extract_date	period_extraction	year	day	definicao	value
335	18326579032099902152024525	18326579032099902	15	2024-05-25	5	2024	25	replies	0
336	1832657903209990262024525	18326579032099902	6	2024-05-25	5	2024	25	engagement	5
337	18326579032099902202024525	18326579032099902	20	2024-05-25	5	2024	25	video_views	0
338	18326579032099902102024525	18326579032099902	10	2024-05-25	5	2024	25	impressions	69
339	18326579032099902142024525	18326579032099902	14	2024-05-25	5	2024	25	reach	53
340	18326579032099902162024525	18326579032099902	16	2024-05-25	5	2024	25	saved	0
341	18006275992961972182024525	18006275992961972	18	2024-05-25	5	2024	25	taps_forward	0
342	18006275992961972172024525	18006275992961972	17	2024-05-25	5	2024	25	taps_back	0
343	1800627599296197272024525	18006275992961972	7	2024-05-25	5	2024	25	exits	0
344	18006275992961972152024525	18006275992961972	15	2024-05-25	5	2024	25	replies	0
345	1800627599296197262024525	18006275992961972	6	2024-05-25	5	2024	25	engagement	3
346	18006275992961972202024525	18006275992961972	20	2024-05-25	5	2024	25	video_views	0
347	18006275992961972102024525	18006275992961972	10	2024-05-25	5	2024	25	impressions	48
348	18006275992961972142024525	18006275992961972	14	2024-05-25	5	2024	25	reach	39
349	18006275992961972162024525	18006275992961972	16	2024-05-25	5	2024	25	saved	0
350	18032597344644097182024525	18032597344644097	18	2024-05-25	5	2024	25	taps_forward	0
351	18032597344644097172024525	18032597344644097	17	2024-05-25	5	2024	25	taps_back	0
352	1803259734464409772024525	18032597344644097	7	2024-05-25	5	2024	25	exits	0
353	18032597344644097152024525	18032597344644097	15	2024-05-25	5	2024	25	replies	0
354	1803259734464409762024525	18032597344644097	6	2024-05-25	5	2024	25	engagement	3
355	18032597344644097202024525	18032597344644097	20	2024-05-25	5	2024	25	video_views	0
356	18032597344644097102024525	18032597344644097	10	2024-05-25	5	2024	25	impressions	48
357	18032597344644097142024525	18032597344644097	14	2024-05-25	5	2024	25	reach	38
358	18032597344644097162024525	18032597344644097	16	2024-05-25	5	2024	25	saved	0
359	17980478672546161182024525	17980478672546161	18	2024-05-25	5	2024	25	taps_forward	0
360	17980478672546161172024525	17980478672546161	17	2024-05-25	5	2024	25	taps_back	0
361	1798047867254616172024525	17980478672546161	7	2024-05-25	5	2024	25	exits	0
362	17980478672546161152024525	17980478672546161	15	2024-05-25	5	2024	25	replies	0
363	1798047867254616162024525	17980478672546161	6	2024-05-25	5	2024	25	engagement	11
364	17980478672546161202024525	17980478672546161	20	2024-05-25	5	2024	25	video_views	0
365	17980478672546161102024525	17980478672546161	10	2024-05-25	5	2024	25	impressions	86
366	17980478672546161142024525	17980478672546161	14	2024-05-25	5	2024	25	reach	72
367	17980478672546161162024525	17980478672546161	16	2024-05-25	5	2024	25	saved	1
368	17858799921017149142024525	17858799921017149	14	2024-05-25	5	2024	25	reach	73
369	17858799921017149162024525	17858799921017149	16	2024-05-25	5	2024	25	saved	0
370	17927529029789580142024525	17927529029789580	14	2024-05-25	5	2024	25	reach	49
371	17927529029789580162024525	17927529029789580	16	2024-05-25	5	2024	25	saved	0
372	18112835173336935142024525	18112835173336935	14	2024-05-25	5	2024	25	reach	81
373	18112835173336935162024525	18112835173336935	16	2024-05-25	5	2024	25	saved	0
374	17977771859401472182024525	17977771859401472	18	2024-05-25	5	2024	25	taps_forward	0
375	17977771859401472172024525	17977771859401472	17	2024-05-25	5	2024	25	taps_back	0
376	1797777185940147272024525	17977771859401472	7	2024-05-25	5	2024	25	exits	0
377	17977771859401472152024525	17977771859401472	15	2024-05-25	5	2024	25	replies	0
378	1797777185940147262024525	17977771859401472	6	2024-05-25	5	2024	25	engagement	28
379	17977771859401472202024525	17977771859401472	20	2024-05-25	5	2024	25	video_views	0
380	17977771859401472102024525	17977771859401472	10	2024-05-25	5	2024	25	impressions	232
381	17977771859401472142024525	17977771859401472	14	2024-05-25	5	2024	25	reach	216
382	17977771859401472162024525	17977771859401472	16	2024-05-25	5	2024	25	saved	16
383	17999631694815784182024525	17999631694815784	18	2024-05-25	5	2024	25	taps_forward	0
384	17999631694815784172024525	17999631694815784	17	2024-05-25	5	2024	25	taps_back	0
385	1799963169481578472024525	17999631694815784	7	2024-05-25	5	2024	25	exits	0
386	17999631694815784152024525	17999631694815784	15	2024-05-25	5	2024	25	replies	0
387	1799963169481578462024525	17999631694815784	6	2024-05-25	5	2024	25	engagement	394
388	17999631694815784202024525	17999631694815784	20	2024-05-25	5	2024	25	video_views	0
389	17999631694815784102024525	17999631694815784	10	2024-05-25	5	2024	25	impressions	320
390	17999631694815784142024525	17999631694815784	14	2024-05-25	5	2024	25	reach	291
391	17999631694815784162024525	17999631694815784	16	2024-05-25	5	2024	25	saved	3
392	17868068480908352182024525	17868068480908352	18	2024-05-25	5	2024	25	taps_forward	0
393	17868068480908352172024525	17868068480908352	17	2024-05-25	5	2024	25	taps_back	0
394	1786806848090835272024525	17868068480908352	7	2024-05-25	5	2024	25	exits	0
395	17868068480908352152024525	17868068480908352	15	2024-05-25	5	2024	25	replies	0
396	1786806848090835262024525	17868068480908352	6	2024-05-25	5	2024	25	engagement	166
397	17868068480908352202024525	17868068480908352	20	2024-05-25	5	2024	25	video_views	0
398	17868068480908352102024525	17868068480908352	10	2024-05-25	5	2024	25	impressions	414
399	17868068480908352142024525	17868068480908352	14	2024-05-25	5	2024	25	reach	371
400	17868068480908352162024525	17868068480908352	16	2024-05-25	5	2024	25	saved	1
401	18253789948088468142024525	18253789948088468	14	2024-05-25	5	2024	25	reach	172
402	18253789948088468162024525	18253789948088468	16	2024-05-25	5	2024	25	saved	0
403	18004555213694855182024525	18004555213694855	18	2024-05-25	5	2024	25	taps_forward	0
404	18004555213694855172024525	18004555213694855	17	2024-05-25	5	2024	25	taps_back	0
405	1800455521369485572024525	18004555213694855	7	2024-05-25	5	2024	25	exits	0
406	18004555213694855152024525	18004555213694855	15	2024-05-25	5	2024	25	replies	0
407	1800455521369485562024525	18004555213694855	6	2024-05-25	5	2024	25	engagement	159
408	18004555213694855202024525	18004555213694855	20	2024-05-25	5	2024	25	video_views	0
409	18004555213694855102024525	18004555213694855	10	2024-05-25	5	2024	25	impressions	201
410	18004555213694855142024525	18004555213694855	14	2024-05-25	5	2024	25	reach	184
411	18004555213694855162024525	18004555213694855	16	2024-05-25	5	2024	25	saved	1
412	17959106837367775182024525	17959106837367775	18	2024-05-25	5	2024	25	taps_forward	0
413	17959106837367775172024525	17959106837367775	17	2024-05-25	5	2024	25	taps_back	0
414	1795910683736777572024525	17959106837367775	7	2024-05-25	5	2024	25	exits	0
415	17959106837367775152024525	17959106837367775	15	2024-05-25	5	2024	25	replies	0
416	1795910683736777562024525	17959106837367775	6	2024-05-25	5	2024	25	engagement	379
417	17959106837367775202024525	17959106837367775	20	2024-05-25	5	2024	25	video_views	0
418	17959106837367775102024525	17959106837367775	10	2024-05-25	5	2024	25	impressions	205
419	17959106837367775142024525	17959106837367775	14	2024-05-25	5	2024	25	reach	183
420	17959106837367775162024525	17959106837367775	16	2024-05-25	5	2024	25	saved	2
421	17931493511666511142024525	17931493511666511	14	2024-05-25	5	2024	25	reach	317
422	17931493511666511162024525	17931493511666511	16	2024-05-25	5	2024	25	saved	0
423	17905789424688961142024525	17905789424688961	14	2024-05-25	5	2024	25	reach	227
424	17905789424688961162024525	17905789424688961	16	2024-05-25	5	2024	25	saved	0
425	18071375392367766182024525	18071375392367766	18	2024-05-25	5	2024	25	taps_forward	0
426	18071375392367766172024525	18071375392367766	17	2024-05-25	5	2024	25	taps_back	0
427	1807137539236776672024525	18071375392367766	7	2024-05-25	5	2024	25	exits	0
428	18071375392367766152024525	18071375392367766	15	2024-05-25	5	2024	25	replies	0
429	1807137539236776662024525	18071375392367766	6	2024-05-25	5	2024	25	engagement	171
430	18071375392367766202024525	18071375392367766	20	2024-05-25	5	2024	25	video_views	0
431	18071375392367766102024525	18071375392367766	10	2024-05-25	5	2024	25	impressions	157
432	18071375392367766142024525	18071375392367766	14	2024-05-25	5	2024	25	reach	142
433	18071375392367766162024525	18071375392367766	16	2024-05-25	5	2024	25	saved	1
434	17981861483060238182024525	17981861483060238	18	2024-05-25	5	2024	25	taps_forward	0
435	17981861483060238172024525	17981861483060238	17	2024-05-25	5	2024	25	taps_back	0
436	1798186148306023872024525	17981861483060238	7	2024-05-25	5	2024	25	exits	0
437	17981861483060238152024525	17981861483060238	15	2024-05-25	5	2024	25	replies	0
438	1798186148306023862024525	17981861483060238	6	2024-05-25	5	2024	25	engagement	7
439	17981861483060238202024525	17981861483060238	20	2024-05-25	5	2024	25	video_views	0
440	17981861483060238102024525	17981861483060238	10	2024-05-25	5	2024	25	impressions	161
441	17981861483060238142024525	17981861483060238	14	2024-05-25	5	2024	25	reach	142
442	17981861483060238162024525	17981861483060238	16	2024-05-25	5	2024	25	saved	0
443	18056375083389968182024525	18056375083389968	18	2024-05-25	5	2024	25	taps_forward	0
444	18056375083389968172024525	18056375083389968	17	2024-05-25	5	2024	25	taps_back	0
445	1805637508338996872024525	18056375083389968	7	2024-05-25	5	2024	25	exits	0
446	18056375083389968152024525	18056375083389968	15	2024-05-25	5	2024	25	replies	0
447	1805637508338996862024525	18056375083389968	6	2024-05-25	5	2024	25	engagement	11
448	18056375083389968202024525	18056375083389968	20	2024-05-25	5	2024	25	video_views	0
449	18056375083389968102024525	18056375083389968	10	2024-05-25	5	2024	25	impressions	103
450	18056375083389968142024525	18056375083389968	14	2024-05-25	5	2024	25	reach	98
451	18056375083389968162024525	18056375083389968	16	2024-05-25	5	2024	25	saved	1
452	17962949372126268182024525	17962949372126268	18	2024-05-25	5	2024	25	taps_forward	0
453	17962949372126268172024525	17962949372126268	17	2024-05-25	5	2024	25	taps_back	0
454	1796294937212626872024525	17962949372126268	7	2024-05-25	5	2024	25	exits	0
455	17962949372126268152024525	17962949372126268	15	2024-05-25	5	2024	25	replies	0
456	1796294937212626862024525	17962949372126268	6	2024-05-25	5	2024	25	engagement	142
457	17962949372126268202024525	17962949372126268	20	2024-05-25	5	2024	25	video_views	0
458	17962949372126268102024525	17962949372126268	10	2024-05-25	5	2024	25	impressions	161
459	17962949372126268142024525	17962949372126268	14	2024-05-25	5	2024	25	reach	144
460	17962949372126268162024525	17962949372126268	16	2024-05-25	5	2024	25	saved	0
461	17859108473899553182024525	17859108473899553	18	2024-05-25	5	2024	25	taps_forward	0
462	17859108473899553172024525	17859108473899553	17	2024-05-25	5	2024	25	taps_back	0
463	1785910847389955372024525	17859108473899553	7	2024-05-25	5	2024	25	exits	0
464	17859108473899553152024525	17859108473899553	15	2024-05-25	5	2024	25	replies	0
465	1785910847389955362024525	17859108473899553	6	2024-05-25	5	2024	25	engagement	9
466	17859108473899553202024525	17859108473899553	20	2024-05-25	5	2024	25	video_views	0
467	17859108473899553102024525	17859108473899553	10	2024-05-25	5	2024	25	impressions	168
468	17859108473899553142024525	17859108473899553	14	2024-05-25	5	2024	25	reach	151
469	17859108473899553162024525	17859108473899553	16	2024-05-25	5	2024	25	saved	0
