	id_midia	name	period	title	description	id	value	extract_date	period_extraction	year	day	id_tb_midias
7	18039366277634967	reach	lifetime	Contas alcançadas	O número de contas únicas que viram esta publicação pelo menos uma vez. O alcance é diferente das impressões, que podem incluir várias visualizações da sua publicação pelas mesmas contas. Essa métrica é estimada.	18039366277634967/insights/reach/lifetime	59.0	2024-05-25	05	2024	25	1803936627763496720240525reachlifetime
8	18039366277634967	saved	lifetime	Salvo	O número de vezes que sua publicação foi salva.	18039366277634967/insights/saved/lifetime	0.0	2024-05-25	05	2024	25	1803936627763496720240525savedlifetime
0	18034865689681990	taps_forward	lifetime	Toques para avançar	Número total de toques para ver a foto ou vídeo seguinte deste story	18034865689681990/insights/taps_forward/lifetime	0.0	2024-05-25	05	2024	25	1803486568968199020240525taps_forwardlifetime
1	18034865689681990	taps_back	lifetime	Toques para voltar	Número total de toques para ver a foto ou o vídeo anterior deste story	18034865689681990/insights/taps_back/lifetime	0.0	2024-05-25	05	2024	25	1803486568968199020240525taps_backlifetime
2	18034865689681990	exits	lifetime	Saídas	Número de vezes que alguém saiu do story	18034865689681990/insights/exits/lifetime	0.0	2024-05-25	05	2024	25	1803486568968199020240525exitslifetime
3	18034865689681990	replies	lifetime	Respostas	Número total de respostas ao story	18034865689681990/insights/replies/lifetime	0.0	2024-05-25	05	2024	25	1803486568968199020240525replieslifetime
4	18034865689681990	engagement	lifetime	Engajamento	Número total de curtidas, comentários e salvamentos no objeto de mídia	18034865689681990/insights/engagement/lifetime	7.0	2024-05-25	05	2024	25	1803486568968199020240525engagementlifetime
5	18034865689681990	video_views	lifetime	Visualizações de vídeo	Número total de vezes que o vídeo foi visto	18034865689681990/insights/video_views/lifetime	0.0	2024-05-25	05	2024	25	1803486568968199020240525video_viewslifetime
6	18034865689681990	impressions	lifetime	Impressões	O número de vezes que a sua publicação foi exibida na tela.	18034865689681990/insights/impressions/lifetime	46.0	2024-05-25	05	2024	25	1803486568968199020240525impressionslifetime
7	18034865689681990	reach	lifetime	Contas alcançadas	O número de contas únicas que viram esta publicação pelo menos uma vez. O alcance é diferente das impressões, que podem incluir várias visualizações da sua publicação pelas mesmas contas. Essa métrica é estimada.	18034865689681990/insights/reach/lifetime	42.0	2024-05-25	05	2024	25	1803486568968199020240525reachlifetime
8	18034865689681990	saved	lifetime	Salvo	O número de vezes que sua publicação foi salva.	18034865689681990/insights/saved/lifetime	0.0	2024-05-25	05	2024	25	1803486568968199020240525savedlifetime
0	18091892248364995	taps_forward	lifetime	Toques para avançar	Número total de toques para ver a foto ou vídeo seguinte deste story	18091892248364995/insights/taps_forward/lifetime	0.0	2024-05-25	05	2024	25	1809189224836499520240525taps_forwardlifetime
1	18091892248364995	taps_back	lifetime	Toques para voltar	Número total de toques para ver a foto ou o vídeo anterior deste story	18091892248364995/insights/taps_back/lifetime	0.0	2024-05-25	05	2024	25	1809189224836499520240525taps_backlifetime
2	18091892248364995	exits	lifetime	Saídas	Número de vezes que alguém saiu do story	18091892248364995/insights/exits/lifetime	0.0	2024-05-25	05	2024	25	1809189224836499520240525exitslifetime
3	18091892248364995	replies	lifetime	Respostas	Número total de respostas ao story	18091892248364995/insights/replies/lifetime	0.0	2024-05-25	05	2024	25	1809189224836499520240525replieslifetime
4	18091892248364995	engagement	lifetime	Engajamento	Número total de curtidas, comentários e salvamentos no objeto de mídia	18091892248364995/insights/engagement/lifetime	5.0	2024-05-25	05	2024	25	1809189224836499520240525engagementlifetime
5	18091892248364995	video_views	lifetime	Visualizações de vídeo	Número total de vezes que o vídeo foi visto	18091892248364995/insights/video_views/lifetime	0.0	2024-05-25	05	2024	25	1809189224836499520240525video_viewslifetime
6	18091892248364995	impressions	lifetime	Impressões	O número de vezes que a sua publicação foi exibida na tela.	18091892248364995/insights/impressions/lifetime	45.0	2024-05-25	05	2024	25	1809189224836499520240525impressionslifetime
7	18091892248364995	reach	lifetime	Contas alcançadas	O número de contas únicas que viram esta publicação pelo menos uma vez. O alcance é diferente das impressões, que podem incluir várias visualizações da sua publicação pelas mesmas contas. Essa métrica é estimada.	18091892248364995/insights/reach/lifetime	42.0	2024-05-25	05	2024	25	1809189224836499520240525reachlifetime
8	18091892248364995	saved	lifetime	Salvo	O número de vezes que sua publicação foi salva.	18091892248364995/insights/saved/lifetime	0.0	2024-05-25	05	2024	25	1809189224836499520240525savedlifetime
0	17950801427740207	taps_forward	lifetime	Toques para avançar	Número total de toques para ver a foto ou vídeo seguinte deste story	17950801427740207/insights/taps_forward/lifetime	0.0	2024-05-25	05	2024	25	1795080142774020720240525taps_forwardlifetime
1	17950801427740207	taps_back	lifetime	Toques para voltar	Número total de toques para ver a foto ou o vídeo anterior deste story	17950801427740207/insights/taps_back/lifetime	0.0	2024-05-25	05	2024	25	1795080142774020720240525taps_backlifetime
2	17950801427740207	exits	lifetime	Saídas	Número de vezes que alguém saiu do story	17950801427740207/insights/exits/lifetime	0.0	2024-05-25	05	2024	25	1795080142774020720240525exitslifetime
3	17950801427740207	replies	lifetime	Respostas	Número total de respostas ao story	17950801427740207/insights/replies/lifetime	0.0	2024-05-25	05	2024	25	1795080142774020720240525replieslifetime
4	17950801427740207	engagement	lifetime	Engajamento	Número total de curtidas, comentários e salvamentos no objeto de mídia	17950801427740207/insights/engagement/lifetime	11.0	2024-05-25	05	2024	25	1795080142774020720240525engagementlifetime
5	17950801427740207	video_views	lifetime	Visualizações de vídeo	Número total de vezes que o vídeo foi visto	17950801427740207/insights/video_views/lifetime	0.0	2024-05-25	05	2024	25	1795080142774020720240525video_viewslifetime
6	17950801427740207	impressions	lifetime	Impressões	O número de vezes que a sua publicação foi exibida na tela.	17950801427740207/insights/impressions/lifetime	74.0	2024-05-25	05	2024	25	1795080142774020720240525impressionslifetime
7	17950801427740207	reach	lifetime	Contas alcançadas	O número de contas únicas que viram este contêiner de carrossel pelo menos uma vez. O alcance é diferente das impressões, que podem incluir várias visualizações do contêiner de carrossel pelas mesmas contas. Essa métrica é estimada.	17950801427740207/insights/reach/lifetime	64.0	2024-05-25	05	2024	25	1795080142774020720240525reachlifetime
8	17950801427740207	saved	lifetime	Salvo	O número de vezes que sua publicação foi salva.	17950801427740207/insights/saved/lifetime	0.0	2024-05-25	05	2024	25	1795080142774020720240525savedlifetime
0	18065695549489192	taps_forward	lifetime	Toques para avançar	Número total de toques para ver a foto ou vídeo seguinte deste story	18065695549489192/insights/taps_forward/lifetime	0.0	2024-05-25	05	2024	25	1806569554948919220240525taps_forwardlifetime
1	18065695549489192	taps_back	lifetime	Toques para voltar	Número total de toques para ver a foto ou o vídeo anterior deste story	18065695549489192/insights/taps_back/lifetime	0.0	2024-05-25	05	2024	25	1806569554948919220240525taps_backlifetime
2	18065695549489192	exits	lifetime	Saídas	Número de vezes que alguém saiu do story	18065695549489192/insights/exits/lifetime	0.0	2024-05-25	05	2024	25	1806569554948919220240525exitslifetime
3	18065695549489192	replies	lifetime	Respostas	Número total de respostas ao story	18065695549489192/insights/replies/lifetime	0.0	2024-05-25	05	2024	25	1806569554948919220240525replieslifetime
4	18065695549489192	engagement	lifetime	Engajamento	Número total de curtidas, comentários e salvamentos no objeto de mídia	18065695549489192/insights/engagement/lifetime	9.0	2024-05-25	05	2024	25	1806569554948919220240525engagementlifetime
5	18065695549489192	video_views	lifetime	Visualizações de vídeo	Número total de vezes que o vídeo foi visto	18065695549489192/insights/video_views/lifetime	0.0	2024-05-25	05	2024	25	1806569554948919220240525video_viewslifetime
6	18065695549489192	impressions	lifetime	Impressões	O número de vezes que a sua publicação foi exibida na tela.	18065695549489192/insights/impressions/lifetime	51.0	2024-05-25	05	2024	25	1806569554948919220240525impressionslifetime
7	18065695549489192	reach	lifetime	Contas alcançadas	O número de contas únicas que viram esta publicação pelo menos uma vez. O alcance é diferente das impressões, que podem incluir várias visualizações da sua publicação pelas mesmas contas. Essa métrica é estimada.	18065695549489192/insights/reach/lifetime	48.0	2024-05-25	05	2024	25	1806569554948919220240525reachlifetime
8	18065695549489192	saved	lifetime	Salvo	O número de vezes que sua publicação foi salva.	18065695549489192/insights/saved/lifetime	0.0	2024-05-25	05	2024	25	1806569554948919220240525savedlifetime
0	18249982000212022	taps_forward	lifetime	Toques para avançar	Número total de toques para ver a foto ou vídeo seguinte deste story	18249982000212022/insights/taps_forward/lifetime	0.0	2024-05-25	05	2024	25	1824998200021202220240525taps_forwardlifetime
1	18249982000212022	taps_back	lifetime	Toques para voltar	Número total de toques para ver a foto ou o vídeo anterior deste story	18249982000212022/insights/taps_back/lifetime	0.0	2024-05-25	05	2024	25	1824998200021202220240525taps_backlifetime
2	18249982000212022	exits	lifetime	Saídas	Número de vezes que alguém saiu do story	18249982000212022/insights/exits/lifetime	0.0	2024-05-25	05	2024	25	1824998200021202220240525exitslifetime
3	18249982000212022	replies	lifetime	Respostas	Número total de respostas ao story	18249982000212022/insights/replies/lifetime	0.0	2024-05-25	05	2024	25	1824998200021202220240525replieslifetime
4	18249982000212022	engagement	lifetime	Engajamento	Número total de curtidas, comentários e salvamentos no objeto de mídia	18249982000212022/insights/engagement/lifetime	6.0	2024-05-25	05	2024	25	1824998200021202220240525engagementlifetime
5	18249982000212022	video_views	lifetime	Visualizações de vídeo	Número total de vezes que o vídeo foi visto	18249982000212022/insights/video_views/lifetime	0.0	2024-05-25	05	2024	25	1824998200021202220240525video_viewslifetime
6	18249982000212022	impressions	lifetime	Impressões	O número de vezes que a sua publicação foi exibida na tela.	18249982000212022/insights/impressions/lifetime	44.0	2024-05-25	05	2024	25	1824998200021202220240525impressionslifetime
7	18249982000212022	reach	lifetime	Contas alcançadas	O número de contas únicas que viram este contêiner de carrossel pelo menos uma vez. O alcance é diferente das impressões, que podem incluir várias visualizações do contêiner de carrossel pelas mesmas contas. Essa métrica é estimada.	18249982000212022/insights/reach/lifetime	37.0	2024-05-25	05	2024	25	1824998200021202220240525reachlifetime
8	18249982000212022	saved	lifetime	Salvo	O número de vezes que sua publicação foi salva.	18249982000212022/insights/saved/lifetime	0.0	2024-05-25	05	2024	25	1824998200021202220240525savedlifetime
0	18036597331663791	taps_forward	lifetime	Toques para avançar	Número total de toques para ver a foto ou vídeo seguinte deste story	18036597331663791/insights/taps_forward/lifetime	0.0	2024-05-25	05	2024	25	1803659733166379120240525taps_forwardlifetime
1	18036597331663791	taps_back	lifetime	Toques para voltar	Número total de toques para ver a foto ou o vídeo anterior deste story	18036597331663791/insights/taps_back/lifetime	0.0	2024-05-25	05	2024	25	1803659733166379120240525taps_backlifetime
2	18036597331663791	exits	lifetime	Saídas	Número de vezes que alguém saiu do story	18036597331663791/insights/exits/lifetime	0.0	2024-05-25	05	2024	25	1803659733166379120240525exitslifetime
3	18036597331663791	replies	lifetime	Respostas	Número total de respostas ao story	18036597331663791/insights/replies/lifetime	0.0	2024-05-25	05	2024	25	1803659733166379120240525replieslifetime
4	18036597331663791	engagement	lifetime	Engajamento	Número total de curtidas, comentários e salvamentos no objeto de mídia	18036597331663791/insights/engagement/lifetime	5.0	2024-05-25	05	2024	25	1803659733166379120240525engagementlifetime
5	18036597331663791	video_views	lifetime	Visualizações de vídeo	Número total de vezes que o vídeo foi visto	18036597331663791/insights/video_views/lifetime	0.0	2024-05-25	05	2024	25	1803659733166379120240525video_viewslifetime
6	18036597331663791	impressions	lifetime	Impressões	O número de vezes que a sua publicação foi exibida na tela.	18036597331663791/insights/impressions/lifetime	51.0	2024-05-25	05	2024	25	1803659733166379120240525impressionslifetime
7	18036597331663791	reach	lifetime	Contas alcançadas	O número de contas únicas que viram esta publicação pelo menos uma vez. O alcance é diferente das impressões, que podem incluir várias visualizações da sua publicação pelas mesmas contas. Essa métrica é estimada.	18036597331663791/insights/reach/lifetime	44.0	2024-05-25	05	2024	25	1803659733166379120240525reachlifetime
8	18036597331663791	saved	lifetime	Salvo	O número de vezes que sua publicação foi salva.	18036597331663791/insights/saved/lifetime	0.0	2024-05-25	05	2024	25	1803659733166379120240525savedlifetime
0	17970826016660160	taps_forward	lifetime	Toques para avançar	Número total de toques para ver a foto ou vídeo seguinte deste story	17970826016660160/insights/taps_forward/lifetime	0.0	2024-05-25	05	2024	25	1797082601666016020240525taps_forwardlifetime
1	17970826016660160	taps_back	lifetime	Toques para voltar	Número total de toques para ver a foto ou o vídeo anterior deste story	17970826016660160/insights/taps_back/lifetime	0.0	2024-05-25	05	2024	25	1797082601666016020240525taps_backlifetime
2	17970826016660160	exits	lifetime	Saídas	Número de vezes que alguém saiu do story	17970826016660160/insights/exits/lifetime	0.0	2024-05-25	05	2024	25	1797082601666016020240525exitslifetime
3	17970826016660160	replies	lifetime	Respostas	Número total de respostas ao story	17970826016660160/insights/replies/lifetime	0.0	2024-05-25	05	2024	25	1797082601666016020240525replieslifetime
4	17970826016660160	engagement	lifetime	Engajamento	Número total de curtidas, comentários e salvamentos no objeto de mídia	17970826016660160/insights/engagement/lifetime	4.0	2024-05-25	05	2024	25	1797082601666016020240525engagementlifetime
5	17970826016660160	video_views	lifetime	Visualizações de vídeo	Número total de vezes que o vídeo foi visto	17970826016660160/insights/video_views/lifetime	0.0	2024-05-25	05	2024	25	1797082601666016020240525video_viewslifetime
6	17970826016660160	impressions	lifetime	Impressões	O número de vezes que a sua publicação foi exibida na tela.	17970826016660160/insights/impressions/lifetime	56.0	2024-05-25	05	2024	25	1797082601666016020240525impressionslifetime
7	17970826016660160	reach	lifetime	Contas alcançadas	O número de contas únicas que viram este contêiner de carrossel pelo menos uma vez. O alcance é diferente das impressões, que podem incluir várias visualizações do contêiner de carrossel pelas mesmas contas. Essa métrica é estimada.	17970826016660160/insights/reach/lifetime	43.0	2024-05-25	05	2024	25	1797082601666016020240525reachlifetime
8	17970826016660160	saved	lifetime	Salvo	O número de vezes que sua publicação foi salva.	17970826016660160/insights/saved/lifetime	0.0	2024-05-25	05	2024	25	1797082601666016020240525savedlifetime
0	17891122685897851	taps_forward	lifetime	Toques para avançar	Número total de toques para ver a foto ou vídeo seguinte deste story	17891122685897851/insights/taps_forward/lifetime	0.0	2024-05-25	05	2024	25	1789112268589785120240525taps_forwardlifetime
1	17891122685897851	taps_back	lifetime	Toques para voltar	Número total de toques para ver a foto ou o vídeo anterior deste story	17891122685897851/insights/taps_back/lifetime	0.0	2024-05-25	05	2024	25	1789112268589785120240525taps_backlifetime
2	17891122685897851	exits	lifetime	Saídas	Número de vezes que alguém saiu do story	17891122685897851/insights/exits/lifetime	0.0	2024-05-25	05	2024	25	1789112268589785120240525exitslifetime
3	17891122685897851	replies	lifetime	Respostas	Número total de respostas ao story	17891122685897851/insights/replies/lifetime	0.0	2024-05-25	05	2024	25	1789112268589785120240525replieslifetime
4	17891122685897851	engagement	lifetime	Engajamento	Número total de curtidas, comentários e salvamentos no objeto de mídia	17891122685897851/insights/engagement/lifetime	11.0	2024-05-25	05	2024	25	1789112268589785120240525engagementlifetime
5	17891122685897851	video_views	lifetime	Visualizações de vídeo	Número total de vezes que o vídeo foi visto	17891122685897851/insights/video_views/lifetime	0.0	2024-05-25	05	2024	25	1789112268589785120240525video_viewslifetime
6	17891122685897851	impressions	lifetime	Impressões	O número de vezes que a sua publicação foi exibida na tela.	17891122685897851/insights/impressions/lifetime	84.0	2024-05-25	05	2024	25	1789112268589785120240525impressionslifetime
7	17891122685897851	reach	lifetime	Contas alcançadas	O número de contas únicas que viram esta publicação pelo menos uma vez. O alcance é diferente das impressões, que podem incluir várias visualizações da sua publicação pelas mesmas contas. Essa métrica é estimada.	17891122685897851/insights/reach/lifetime	71.0	2024-05-25	05	2024	25	1789112268589785120240525reachlifetime
8	17891122685897851	saved	lifetime	Salvo	O número de vezes que sua publicação foi salva.	17891122685897851/insights/saved/lifetime	0.0	2024-05-25	05	2024	25	1789112268589785120240525savedlifetime
0	18112975201322049	taps_forward	lifetime	Toques para avançar	Número total de toques para ver a foto ou vídeo seguinte deste story	18112975201322049/insights/taps_forward/lifetime	0.0	2024-05-25	05	2024	25	1811297520132204920240525taps_forwardlifetime
1	18112975201322049	taps_back	lifetime	Toques para voltar	Número total de toques para ver a foto ou o vídeo anterior deste story	18112975201322049/insights/taps_back/lifetime	0.0	2024-05-25	05	2024	25	1811297520132204920240525taps_backlifetime
2	18112975201322049	exits	lifetime	Saídas	Número de vezes que alguém saiu do story	18112975201322049/insights/exits/lifetime	0.0	2024-05-25	05	2024	25	1811297520132204920240525exitslifetime
3	18112975201322049	replies	lifetime	Respostas	Número total de respostas ao story	18112975201322049/insights/replies/lifetime	0.0	2024-05-25	05	2024	25	1811297520132204920240525replieslifetime
4	18112975201322049	engagement	lifetime	Engajamento	Número total de curtidas, comentários e salvamentos no objeto de mídia	18112975201322049/insights/engagement/lifetime	10.0	2024-05-25	05	2024	25	1811297520132204920240525engagementlifetime
5	18112975201322049	video_views	lifetime	Visualizações de vídeo	Número total de vezes que o vídeo foi visto	18112975201322049/insights/video_views/lifetime	0.0	2024-05-25	05	2024	25	1811297520132204920240525video_viewslifetime
6	18112975201322049	impressions	lifetime	Impressões	O número de vezes que a sua publicação foi exibida na tela.	18112975201322049/insights/impressions/lifetime	69.0	2024-05-25	05	2024	25	1811297520132204920240525impressionslifetime
7	18112975201322049	reach	lifetime	Contas alcançadas	O número de contas únicas que viram esta publicação pelo menos uma vez. O alcance é diferente das impressões, que podem incluir várias visualizações da sua publicação pelas mesmas contas. Essa métrica é estimada.	18112975201322049/insights/reach/lifetime	64.0	2024-05-25	05	2024	25	1811297520132204920240525reachlifetime
8	18112975201322049	saved	lifetime	Salvo	O número de vezes que sua publicação foi salva.	18112975201322049/insights/saved/lifetime	0.0	2024-05-25	05	2024	25	1811297520132204920240525savedlifetime
0	18082369435378017	taps_forward	lifetime	Toques para avançar	Número total de toques para ver a foto ou vídeo seguinte deste story	18082369435378017/insights/taps_forward/lifetime	0.0	2024-05-25	05	2024	25	1808236943537801720240525taps_forwardlifetime
1	18082369435378017	taps_back	lifetime	Toques para voltar	Número total de toques para ver a foto ou o vídeo anterior deste story	18082369435378017/insights/taps_back/lifetime	0.0	2024-05-25	05	2024	25	1808236943537801720240525taps_backlifetime
2	18082369435378017	exits	lifetime	Saídas	Número de vezes que alguém saiu do story	18082369435378017/insights/exits/lifetime	0.0	2024-05-25	05	2024	25	1808236943537801720240525exitslifetime
3	18082369435378017	replies	lifetime	Respostas	Número total de respostas ao story	18082369435378017/insights/replies/lifetime	0.0	2024-05-25	05	2024	25	1808236943537801720240525replieslifetime
4	18082369435378017	engagement	lifetime	Engajamento	Número total de curtidas, comentários e salvamentos no objeto de mídia	18082369435378017/insights/engagement/lifetime	7.0	2024-05-25	05	2024	25	1808236943537801720240525engagementlifetime
5	18082369435378017	video_views	lifetime	Visualizações de vídeo	Número total de vezes que o vídeo foi visto	18082369435378017/insights/video_views/lifetime	0.0	2024-05-25	05	2024	25	1808236943537801720240525video_viewslifetime
6	18082369435378017	impressions	lifetime	Impressões	O número de vezes que a sua publicação foi exibida na tela.	18082369435378017/insights/impressions/lifetime	59.0	2024-05-25	05	2024	25	1808236943537801720240525impressionslifetime
7	18082369435378017	reach	lifetime	Contas alcançadas	O número de contas únicas que viram esta publicação pelo menos uma vez. O alcance é diferente das impressões, que podem incluir várias visualizações da sua publicação pelas mesmas contas. Essa métrica é estimada.	18082369435378017/insights/reach/lifetime	53.0	2024-05-25	05	2024	25	1808236943537801720240525reachlifetime
8	18082369435378017	saved	lifetime	Salvo	O número de vezes que sua publicação foi salva.	18082369435378017/insights/saved/lifetime	0.0	2024-05-25	05	2024	25	1808236943537801720240525savedlifetime
0	18005906753255379	taps_forward	lifetime	Toques para avançar	Número total de toques para ver a foto ou vídeo seguinte deste story	18005906753255379/insights/taps_forward/lifetime	0.0	2024-05-25	05	2024	25	1800590675325537920240525taps_forwardlifetime
1	18005906753255379	taps_back	lifetime	Toques para voltar	Número total de toques para ver a foto ou o vídeo anterior deste story	18005906753255379/insights/taps_back/lifetime	0.0	2024-05-25	05	2024	25	1800590675325537920240525taps_backlifetime
2	18005906753255379	exits	lifetime	Saídas	Número de vezes que alguém saiu do story	18005906753255379/insights/exits/lifetime	0.0	2024-05-25	05	2024	25	1800590675325537920240525exitslifetime
3	18005906753255379	replies	lifetime	Respostas	Número total de respostas ao story	18005906753255379/insights/replies/lifetime	0.0	2024-05-25	05	2024	25	1800590675325537920240525replieslifetime
4	18005906753255379	engagement	lifetime	Engajamento	Número total de curtidas, comentários e salvamentos no objeto de mídia	18005906753255379/insights/engagement/lifetime	9.0	2024-05-25	05	2024	25	1800590675325537920240525engagementlifetime
5	18005906753255379	video_views	lifetime	Visualizações de vídeo	Número total de vezes que o vídeo foi visto	18005906753255379/insights/video_views/lifetime	0.0	2024-05-25	05	2024	25	1800590675325537920240525video_viewslifetime
6	18005906753255379	impressions	lifetime	Impressões	O número de vezes que a sua publicação foi exibida na tela.	18005906753255379/insights/impressions/lifetime	61.0	2024-05-25	05	2024	25	1800590675325537920240525impressionslifetime
7	18005906753255379	reach	lifetime	Contas alcançadas	O número de contas únicas que viram esta publicação pelo menos uma vez. O alcance é diferente das impressões, que podem incluir várias visualizações da sua publicação pelas mesmas contas. Essa métrica é estimada.	18005906753255379/insights/reach/lifetime	53.0	2024-05-25	05	2024	25	1800590675325537920240525reachlifetime
8	18005906753255379	saved	lifetime	Salvo	O número de vezes que sua publicação foi salva.	18005906753255379/insights/saved/lifetime	0.0	2024-05-25	05	2024	25	1800590675325537920240525savedlifetime
0	18041914348617681	taps_forward	lifetime	Toques para avançar	Número total de toques para ver a foto ou vídeo seguinte deste story	18041914348617681/insights/taps_forward/lifetime	0.0	2024-05-25	05	2024	25	1804191434861768120240525taps_forwardlifetime
1	18041914348617681	taps_back	lifetime	Toques para voltar	Número total de toques para ver a foto ou o vídeo anterior deste story	18041914348617681/insights/taps_back/lifetime	0.0	2024-05-25	05	2024	25	1804191434861768120240525taps_backlifetime
2	18041914348617681	exits	lifetime	Saídas	Número de vezes que alguém saiu do story	18041914348617681/insights/exits/lifetime	0.0	2024-05-25	05	2024	25	1804191434861768120240525exitslifetime
3	18041914348617681	replies	lifetime	Respostas	Número total de respostas ao story	18041914348617681/insights/replies/lifetime	0.0	2024-05-25	05	2024	25	1804191434861768120240525replieslifetime
4	18041914348617681	engagement	lifetime	Engajamento	Número total de curtidas, comentários e salvamentos no objeto de mídia	18041914348617681/insights/engagement/lifetime	14.0	2024-05-25	05	2024	25	1804191434861768120240525engagementlifetime
5	18041914348617681	video_views	lifetime	Visualizações de vídeo	Número total de vezes que o vídeo foi visto	18041914348617681/insights/video_views/lifetime	0.0	2024-05-25	05	2024	25	1804191434861768120240525video_viewslifetime
6	18041914348617681	impressions	lifetime	Impressões	O número de vezes que a sua publicação foi exibida na tela.	18041914348617681/insights/impressions/lifetime	108.0	2024-05-25	05	2024	25	1804191434861768120240525impressionslifetime
7	18041914348617681	reach	lifetime	Contas alcançadas	O número de contas únicas que viram esta publicação pelo menos uma vez. O alcance é diferente das impressões, que podem incluir várias visualizações da sua publicação pelas mesmas contas. Essa métrica é estimada.	18041914348617681/insights/reach/lifetime	95.0	2024-05-25	05	2024	25	1804191434861768120240525reachlifetime
8	18041914348617681	saved	lifetime	Salvo	O número de vezes que sua publicação foi salva.	18041914348617681/insights/saved/lifetime	1.0	2024-05-25	05	2024	25	1804191434861768120240525savedlifetime
0	17998872359374643	taps_forward	lifetime	Toques para avançar	Número total de toques para ver a foto ou vídeo seguinte deste story	17998872359374643/insights/taps_forward/lifetime	0.0	2024-05-25	05	2024	25	1799887235937464320240525taps_forwardlifetime
1	17998872359374643	taps_back	lifetime	Toques para voltar	Número total de toques para ver a foto ou o vídeo anterior deste story	17998872359374643/insights/taps_back/lifetime	0.0	2024-05-25	05	2024	25	1799887235937464320240525taps_backlifetime
2	17998872359374643	exits	lifetime	Saídas	Número de vezes que alguém saiu do story	17998872359374643/insights/exits/lifetime	0.0	2024-05-25	05	2024	25	1799887235937464320240525exitslifetime
3	17998872359374643	replies	lifetime	Respostas	Número total de respostas ao story	17998872359374643/insights/replies/lifetime	0.0	2024-05-25	05	2024	25	1799887235937464320240525replieslifetime
4	17998872359374643	engagement	lifetime	Engajamento	Número total de curtidas, comentários e salvamentos no objeto de mídia	17998872359374643/insights/engagement/lifetime	12.0	2024-05-25	05	2024	25	1799887235937464320240525engagementlifetime
5	17998872359374643	video_views	lifetime	Visualizações de vídeo	Número total de vezes que o vídeo foi visto	17998872359374643/insights/video_views/lifetime	0.0	2024-05-25	05	2024	25	1799887235937464320240525video_viewslifetime
6	17998872359374643	impressions	lifetime	Impressões	O número de vezes que a sua publicação foi exibida na tela.	17998872359374643/insights/impressions/lifetime	73.0	2024-05-25	05	2024	25	1799887235937464320240525impressionslifetime
7	17998872359374643	reach	lifetime	Contas alcançadas	O número de contas únicas que viram esta publicação pelo menos uma vez. O alcance é diferente das impressões, que podem incluir várias visualizações da sua publicação pelas mesmas contas. Essa métrica é estimada.	17998872359374643/insights/reach/lifetime	67.0	2024-05-25	05	2024	25	1799887235937464320240525reachlifetime
8	17998872359374643	saved	lifetime	Salvo	O número de vezes que sua publicação foi salva.	17998872359374643/insights/saved/lifetime	1.0	2024-05-25	05	2024	25	1799887235937464320240525savedlifetime
0	18011278775500459	taps_forward	lifetime	Toques para avançar	Número total de toques para ver a foto ou vídeo seguinte deste story	18011278775500459/insights/taps_forward/lifetime	0.0	2024-05-25	05	2024	25	1801127877550045920240525taps_forwardlifetime
1	18011278775500459	taps_back	lifetime	Toques para voltar	Número total de toques para ver a foto ou o vídeo anterior deste story	18011278775500459/insights/taps_back/lifetime	0.0	2024-05-25	05	2024	25	1801127877550045920240525taps_backlifetime
2	18011278775500459	exits	lifetime	Saídas	Número de vezes que alguém saiu do story	18011278775500459/insights/exits/lifetime	0.0	2024-05-25	05	2024	25	1801127877550045920240525exitslifetime
3	18011278775500459	replies	lifetime	Respostas	Número total de respostas ao story	18011278775500459/insights/replies/lifetime	0.0	2024-05-25	05	2024	25	1801127877550045920240525replieslifetime
4	18011278775500459	engagement	lifetime	Engajamento	Número total de curtidas, comentários e salvamentos no objeto de mídia	18011278775500459/insights/engagement/lifetime	11.0	2024-05-25	05	2024	25	1801127877550045920240525engagementlifetime
5	18011278775500459	video_views	lifetime	Visualizações de vídeo	Número total de vezes que o vídeo foi visto	18011278775500459/insights/video_views/lifetime	0.0	2024-05-25	05	2024	25	1801127877550045920240525video_viewslifetime
6	18011278775500459	impressions	lifetime	Impressões	O número de vezes que a sua publicação foi exibida na tela.	18011278775500459/insights/impressions/lifetime	50.0	2024-05-25	05	2024	25	1801127877550045920240525impressionslifetime
7	18011278775500459	reach	lifetime	Contas alcançadas	O número de contas únicas que viram esta publicação pelo menos uma vez. O alcance é diferente das impressões, que podem incluir várias visualizações da sua publicação pelas mesmas contas. Essa métrica é estimada.	18011278775500459/insights/reach/lifetime	43.0	2024-05-25	05	2024	25	1801127877550045920240525reachlifetime
8	18011278775500459	saved	lifetime	Salvo	O número de vezes que sua publicação foi salva.	18011278775500459/insights/saved/lifetime	0.0	2024-05-25	05	2024	25	1801127877550045920240525savedlifetime
0	17983677587408251	taps_forward	lifetime	Toques para avançar	Número total de toques para ver a foto ou vídeo seguinte deste story	17983677587408251/insights/taps_forward/lifetime	0.0	2024-05-25	05	2024	25	1798367758740825120240525taps_forwardlifetime
1	17983677587408251	taps_back	lifetime	Toques para voltar	Número total de toques para ver a foto ou o vídeo anterior deste story	17983677587408251/insights/taps_back/lifetime	0.0	2024-05-25	05	2024	25	1798367758740825120240525taps_backlifetime
2	17983677587408251	exits	lifetime	Saídas	Número de vezes que alguém saiu do story	17983677587408251/insights/exits/lifetime	0.0	2024-05-25	05	2024	25	1798367758740825120240525exitslifetime
