	id_midia	comments_count	like_count	media_type	media_url	caption	timestamp	permalink	media_product_type	shortcode	username	id_account	username	extract_date	period	year	day	id_tb_midia
0	18029303027098233	0.0	0.0	IMAGE	https://scontent.cdninstagram.com/v/t51.29350-15/445615106_429888459819693_8164003992819607893_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=18de74&_nc_eui2=AeGW7uGZpYbzr8bQq7hWHfTov-GUKf3BRCi_4ZQp_cFEKEsZbERFh9qKlVp7FVwMG8N_wetlAgG3OsFHKPmZ5YRN&_nc_ohc=GcMNyIIpxIgQ7kNvgH0Kw1f&_nc_ht=scontent.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AYAb1DLMk2rsGJptphYmuZY8BerdtEF1kvnE177ux_2jnA&oe=6655CF09	@carolinebodemeier	2024-05-23 10:14:38+00:00	https://instagram.com/stories/gabgalani/3374227459933772184	STORY	C7Tqf9UuJmY	gabgalani	17841417530400616	gabgalani	2024-05-23	05	2024	23	1802930302709823320240523
