	name	period	title	description	username	id_account	extract_date	period_extraction	year	day	id_tb_account	age_gender	value
24	audience_gender_age	lifetime	Gênero e faixa etária	A distribuição por gênero e faixa etária dos seguidores deste perfil	bodemeier.digital	17841425444516188	2024-05-22	05	2024	22	1784142544451618820240522audience_gender_agelifetime	value.M.55-64	9.0
25	audience_gender_age	lifetime	Gênero e faixa etária	A distribuição por gênero e faixa etária dos seguidores deste perfil	gabgalani	17841417530400616	2024-05-22	05	2024	22	1784141753040061620240522audience_gender_agelifetime	value.M.55-64	1.0
26	audience_gender_age	lifetime	Gênero e faixa etária	A distribuição por gênero e faixa etária dos seguidores deste perfil	bodemeier.digital	17841425444516188	2024-05-22	05	2024	22	1784142544451618820240522audience_gender_agelifetime	value.M.65+	1.0
27	audience_gender_age	lifetime	Gênero e faixa etária	A distribuição por gênero e faixa etária dos seguidores deste perfil	gabgalani	17841417530400616	2024-05-22	05	2024	22	1784141753040061620240522audience_gender_agelifetime	value.M.65+	1.0
28	audience_gender_age	lifetime	Gênero e faixa etária	A distribuição por gênero e faixa etária dos seguidores deste perfil	bodemeier.digital	17841425444516188	2024-05-22	05	2024	22	1784142544451618820240522audience_gender_agelifetime	value.U.13-17	2.0
29	audience_gender_age	lifetime	Gênero e faixa etária	A distribuição por gênero e faixa etária dos seguidores deste perfil	gabgalani	17841417530400616	2024-05-22	05	2024	22	1784141753040061620240522audience_gender_agelifetime	value.U.13-17	
30	audience_gender_age	lifetime	Gênero e faixa etária	A distribuição por gênero e faixa etária dos seguidores deste perfil	bodemeier.digital	17841425444516188	2024-05-22	05	2024	22	1784142544451618820240522audience_gender_agelifetime	value.U.18-24	179.0
31	audience_gender_age	lifetime	Gênero e faixa etária	A distribuição por gênero e faixa etária dos seguidores deste perfil	gabgalani	17841417530400616	2024-05-22	05	2024	22	1784141753040061620240522audience_gender_agelifetime	value.U.18-24	5.0
32	audience_gender_age	lifetime	Gênero e faixa etária	A distribuição por gênero e faixa etária dos seguidores deste perfil	bodemeier.digital	17841425444516188	2024-05-22	05	2024	22	1784142544451618820240522audience_gender_agelifetime	value.U.25-34	1328.0
33	audience_gender_age	lifetime	Gênero e faixa etária	A distribuição por gênero e faixa etária dos seguidores deste perfil	gabgalani	17841417530400616	2024-05-22	05	2024	22	1784141753040061620240522audience_gender_agelifetime	value.U.25-34	14.0
34	audience_gender_age	lifetime	Gênero e faixa etária	A distribuição por gênero e faixa etária dos seguidores deste perfil	bodemeier.digital	17841425444516188	2024-05-22	05	2024	22	1784142544451618820240522audience_gender_agelifetime	value.U.35-44	199.0
35	audience_gender_age	lifetime	Gênero e faixa etária	A distribuição por gênero e faixa etária dos seguidores deste perfil	gabgalani	17841417530400616	2024-05-22	05	2024	22	1784141753040061620240522audience_gender_agelifetime	value.U.35-44	3.0
36	audience_gender_age	lifetime	Gênero e faixa etária	A distribuição por gênero e faixa etária dos seguidores deste perfil	bodemeier.digital	17841425444516188	2024-05-22	05	2024	22	1784142544451618820240522audience_gender_agelifetime	value.U.45-54	10.0
37	audience_gender_age	lifetime	Gênero e faixa etária	A distribuição por gênero e faixa etária dos seguidores deste perfil	gabgalani	17841417530400616	2024-05-22	05	2024	22	1784141753040061620240522audience_gender_agelifetime	value.U.45-54	1.0
38	audience_gender_age	lifetime	Gênero e faixa etária	A distribuição por gênero e faixa etária dos seguidores deste perfil	bodemeier.digital	17841425444516188	2024-05-22	05	2024	22	1784142544451618820240522audience_gender_agelifetime	value.U.55-64	4.0
39	audience_gender_age	lifetime	Gênero e faixa etária	A distribuição por gênero e faixa etária dos seguidores deste perfil	gabgalani	17841417530400616	2024-05-22	05	2024	22	1784141753040061620240522audience_gender_agelifetime	value.U.55-64	2.0
